id,country,state,name,is_active
15788,104,1208,Sangamner,1
15787,104,1199,Kasol,1
15786,104,1194,Diu,1
15785,104,1194,Daman,1
15784,104,1188,Machilipatnam,1
15783,104,1200,Bahadurgarh,1
15782,104,1224,Kanpur,1
15781,32,1,New test city,1
15780,104,1198,Mahuva,1
15779,1,1,master,1
15777,104,1189,TEST,1
15776,104,1189,TEST,1
15775,104,1187,TEST,1
15774,170,2615,`Ibri,1
15773,251,4866,`Ataq,1
15772,196,3161,`Ar`ar,1
15771,251,4872,`Amran,1
15770,115,1557,`Ajlun,1
15769,184,3087,Zyryanka,1
15768,157,2485,Zwolle,1
15767,126,1933,Zwedru,1
15766,203,3334,Zvolen,1
15765,255,4889,Zvishavane,1
15764,184,2993,Zvezdnyy,1
15763,119,1653,Zvecan,1
15762,204,3553,Zuzemberk,1
15761,127,1951,Zuwarah,1
15760,138,2248,Zurrieq,1
15759,219,3776,Zurich,1
15758,45,569,Zunyi,1
15757,241,4644,Zuni Pueblo,1
15756,104,1214,Zunheboto,1
15755,144,2281,Zumpango,1
15754,83,1113,Zugdidi,1
15753,219,3775,Zug,1
15752,119,1652,Zubin Potok,1
15751,132,2116,Zrnovci,1
15750,198,3316,Zrenjanin,1
15749,204,3528,Zrece,1
15748,141,2263,Zouerate,1
15747,43,530,Zouar,1
15746,35,399,Zorgo,1
15745,232,4038,Zonguldak,1
15744,50,698,Zongo,1
15743,237,4243,Zombo,1
15742,134,2154,Zomba,1
15741,184,2976,Zmeinogorsk,1
15740,57,784,Zlin,1
15739,184,2992,Zlatoust,1
15738,198,3328,Zitorada,1
15737,198,3327,Zitiste,1
15736,204,3552,Zirovnica,1
15735,204,3551,Ziri,1
15734,241,4625,Zionsville,1
15733,241,4624,Zion,1
15732,251,4853,Zinjibar,1
15731,35,399,Ziniare,1
15730,163,2536,Zinder,1
15729,241,4634,Zimmerman,1
15728,184,3000,Zima,1
15727,123,1835,Zilupe,1
15726,127,1946,Zillah,1
15725,203,3341,Zilina,1
15724,197,3183,Ziguinchor,1
15723,45,587,Zigong,1
15722,179,2845,Zielona Gora,1
15721,45,584,Zibo,1
15720,238,4266,Zhytomyr,1
15719,45,575,Zhuzhou,1
15718,45,571,Zhuozhou,1
15717,45,567,Zhuhai,1
15716,222,3793,Zhubei,1
15715,45,580,Zhuanghe,1
15714,45,573,Zhoukou,1
15713,116,1569,Zhosaly,1
15712,222,3808,Zhongli,1
15711,116,1559,Zholymbet,1
15710,171,2625,Zhob,1
15709,116,1568,Zhitiqara,1
15708,184,3087,Zhilinda,1
15707,45,575,Zhijiang,1
15706,184,3087,Zhigansk,1
15705,116,1567,Zhezqazghan,1
15704,45,577,Zhenjiang,1
15703,45,573,Zhengzhou,1
15702,25,296,Zhemgang,1
15701,184,3000,Zheleznogorsk-Ilimskiy,1
15700,184,3035,Zheleznogorsk,1
15699,116,1558,Zharkent,1
15698,45,591,Zhaotong,1
15697,45,567,Zhaoqing,1
15696,45,572,Zhaodong,1
15695,45,567,Zhanjiang,1
15694,116,1563,Zhanibek,1
15693,45,565,Zhangzhou,1
15692,45,566,Zhangye,1
15691,45,571,Zhangjiakou Shi Xuanhua Qu,1
15690,45,571,Zhangjiakou,1
15689,45,587,Zhanggu,1
15688,116,1564,Zhangaozen,1
15687,116,1559,Zhaltyr,1
15686,204,3397,Zgornje Jezersko,1
15685,204,3379,Zgornje Gorje,1
15684,204,3415,Zgornja Kungota,1
15683,184,2977,Zeya,1
15682,204,3550,Zetale,1
15681,241,4617,Zephyrhills South,1
15680,241,4617,Zephyrhills,1
15679,28,306,Zenica,1
15678,184,3087,Zemlya Bunge,1
15677,42,509,Zemio,1
15676,132,2121,Zelino,1
15675,204,3549,Zelezniki,1
15674,184,3093,Zelenokumsk,1
15673,184,3095,Zelenodol'sk,1
15672,132,2115,Zelenikovo,1
15671,138,2247,Zejtun,1
15670,241,4633,Zeeland,1
15669,241,4639,Zebulon,1
15668,138,2246,Zebbug,1
15667,138,2245,Zebbug,1
15666,204,3527,Zavrc,1
15665,231,3971,Zarzis,1
15664,164,2555,Zaria,1
15663,1,28,Zarghun Shahr,1
15662,15,226,Zardab,1
15661,245,4714,Zaraza,1
15660,10,124,Zarate,1
15659,129,2031,Zarasai,1
15658,1,23,Zaranj,1
15657,243,4690,Zarafshon Shahri,1
15656,15,224,Zaqatala,1
15655,238,4265,Zaporizhzhya,1
15654,10,137,Zapala,1
15653,45,584,Zaozhuang,1
15652,184,3033,Zaozernyy,1
15651,224,3844,Zanzibar,1
15650,106,1287,Zanjan,1
15649,15,225,Zangilan,1
15648,241,4647,Zanesville,1
15647,66,856,Zamora,1
15646,177,2839,Zamboanga City,1
15645,254,4879,Zambezi,1
15644,214,3680,Zalingei,1
15643,204,3548,Zalec,1
15642,183,2950,Zalau,1
15641,45,576,Zalantun,1
15640,107,1299,Zakhu,1
15639,198,3315,Zajecar,1
15638,124,1913,Zahle,1
15637,104,1222,Zahirabad,1
15636,106,1284,Zahedan,1
15635,198,3326,Zagubica,1
15634,53,749,Zagreb,1
15633,204,3526,Zagorje ob Savi,1
15632,231,3980,Zaghouan,1
15631,53,748,Zadar,1
15630,241,4628,Zachary,1
15629,68,968,Zacatecoluca,1
15628,144,2298,Zacatecas,1
15627,106,1284,Zabol,1
15626,149,2414,Zabljak,1
15625,251,4858,Zabid,1
15624,138,2244,Zabbar,1
15623,198,3325,Zabari,1
15622,198,3324,Zabalj,1
15621,184,3088,Yuzhno-Sakhalinsk,1
15620,45,591,Yuxi,1
15619,184,3026,Yurga,1
15618,45,574,Yunxian Chengguanzhen,1
15617,237,4242,Yumbe,1
15616,241,4611,Yuma,1
15615,45,583,Yulinshi,1
15614,45,568,Yulin,1
15613,241,4617,Yulee,1
15612,13,149,Yulara,1
15611,241,4648,Yukon,1
15610,45,586,Yuci,1
15609,45,587,Yucheng,1
15608,241,4612,Yucca Valley,1
15607,241,4612,Yucaipa,1
15606,241,4612,Yuba City,1
15605,45,566,Yuanquan,1
15604,240,4316,Ystrad Mynach,1
15603,241,4612,Yreka,1
15602,241,4633,Ypsilanti,1
15601,175,2674,Ype Jhu,1
15600,175,309,Ypacarai,1
15599,232,4037,Yozgat,1
15598,241,4611,Youngtown,1
15597,241,4628,Youngsville,1
15596,241,4647,Youngstown,1
15595,13,148,Young,1
15594,184,3047,Yoshkar-Ola,1
15593,241,4612,Yosemite Lakes,1
15592,241,4624,Yorkville,1
15591,241,4625,Yorktown,1
15590,241,4646,Yorktown,1
15589,39,466,Yorkton,1
15588,241,4659,Yorkshire,1
15587,241,4643,Yorketown,1
15586,241,4641,York,1
15585,241,4631,York,1
15584,241,4654,York,1
15583,241,4650,York,1
15582,240,4603,York,1
15581,241,4612,Yorba Linda,1
15580,48,636,Yopal,1
15579,241,4646,Yonkers,1
15578,45,575,Yongzhou,1
15577,45,564,Yong'an,1
15576,164,2538,Yola,1
15575,113,1512,Yokohama,1
15574,105,1259,Yogyakarta,1
15573,241,4657,Yoakum,1
15572,45,575,Yiyang,1
15571,45,584,Yishui,1
15570,72,1016,Yirga `Alem,1
15569,45,566,Yingmen,1
15568,45,580,Yingkou,1
15567,45,581,Yinchuan,1
15566,222,3809,Yilan,1
15565,45,574,Yidu,1
15564,45,572,Yichun,1
15563,45,578,Yichun,1
15562,45,587,Yibin,1
15561,45,572,Yi'an,1
15560,175,2674,Ygatimi,1
15559,184,3032,Yeysk,1
15558,15,223,Yevlax,1
15557,184,3033,Yessey,1
15556,184,3000,Yerema,1
15555,13,150,Yeppoon,1
15554,209,3602,Yeosu,1
15553,184,3033,Yeniseysk,1
15552,85,1179,Yendi,1
15551,153,2441,Yenangyaung,1
15550,164,2542,Yenagoa,1
15549,246,4786,Yen Bai,1
15548,184,2992,Yemanzhelinsk,1
15547,241,4662,Yelm,1
15546,39,461,Yellowknife,1
15545,137,2174,Yelimane,1
15544,184,3039,Yelets,1
15543,184,3094,Yekaterinburg,1
15542,210,3606,Yei,1
15541,184,3049,Yegor'yevsk,1
15540,184,3104,Yefremov,1
15539,241,4650,Yeadon,1
15538,153,2443,Ye,1
15537,241,4637,Yazoo City,1
15536,106,1286,Yazd,1
15535,104,1208,Yavatmal,1
15534,66,856,Yaupi,1
15533,181,2878,Yauco,1
15532,106,1276,Yasuj,1
15531,225,3921,Yasothon,1
15530,48,628,Yarumal,1
15529,184,3123,Yaroslavl',1
15528,241,4631,Yarmouth,1
15527,241,4629,Yarmouth,1
15526,39,460,Yarmouth,1
15525,241,4643,Yardville,1
15524,15,222,Yardimli,1
15523,241,4646,Yaphank,1
15522,38,391,Yaounde,1
15521,45,584,Yantai,1
15520,241,4655,Yankton,1
15519,45,579,Yanji,1
15518,45,577,Yangzhou,1
15517,45,586,Yangquan,1
15516,222,3808,Yangmei,1
15515,45,567,Yangjiang,1
15514,50,700,Yangambi,1
15513,45,577,Yancheng,1
15512,196,3159,Yanbu`,1
15511,104,1217,Yanam,1
15510,104,1200,Yamunanagar,1
15509,58,729,Yamoussoukro,1
15508,34,388,Yambol,1
15507,210,3615,Yambio,1
15506,13,148,Yamba,1
15505,113,1533,Yamaguchi,1
15504,113,1504,Yamagata,1
15503,184,3106,Yalutorovsk,1
15502,232,4044,Yalova,1
15501,225,3920,Yala,1
15500,184,3087,Yakutsk,1
15499,42,508,Yakossi,1
15498,35,398,Yako,1
15497,241,4662,Yakima,1
15496,45,576,Yakeshi,1
15495,104,1204,Yadgir,1
15494,104,1222,Yadadri Bhuvanagiri,1
15493,181,2878,Yabucoa,1
15492,206,3564,Xuddur,1
15491,45,562,Xuanzhou,1
15490,15,220,Xocavand,1
15489,15,219,Xocali,1
15488,243,4692,Xo`jayli Shahri,1
15487,15,221,Xizi,1
15486,45,574,Xiulin,1
15485,15,164,Xirdalan,1
15484,31,335,Xique-Xique,1
15483,45,586,Xiping,1
15482,45,591,Xiping,1
15481,45,586,Xinzhou,1
15480,45,578,Xinyu,1
15479,45,573,Xinyang,1
15478,45,572,Xinxing,1
15477,45,572,Xinqing,1
15476,45,577,Xinpu,1
15475,45,582,Xining,1
15474,45,569,Xingyi,1
15473,31,344,Xinguara,1
15472,45,571,Xingtai,1
15471,45,577,Xin'an,1
15470,45,589,Xigaze,1
15469,45,591,Xicheng,1
15468,45,587,Xichang,1
15467,45,574,Xiaoxita,1
15466,45,574,Xiaoganzhan,1
15465,45,583,Xianyang,1
15464,45,574,Xiantao,1
15463,45,574,Xiangyang,1
15462,45,575,Xiangtan,1
15461,122,1677,Xiangkhoang,1
15460,45,565,Xiamen,1
15459,45,583,Xi'an,1
15458,138,2242,Xghajra,1
15457,138,2241,Xewkija,1
15456,241,4647,Xenia,1
15455,122,1678,Xekong,1
15454,87,1102,Xanthi,1
15453,6,108,Xangongo,1
15452,122,1666,Xam Nua,1
15451,144,2296,Xalapa,1
15450,122,1675,Xaignabouli,1
15449,152,2426,Xai-Xai,1
15448,122,1670,Xai,1
15447,138,2240,Xaghra,1
15446,15,218,Xacmaz,1
15445,241,4659,Wytheville,1
15444,241,4650,Wyomissing,1
15443,241,4634,Wyoming,1
15442,241,4647,Wyoming,1
15441,241,4633,Wyoming,1
15440,241,4609,Wynne,1
15439,241,4650,Wyndmoor,1
15438,13,154,Wyndham,1
15437,241,4659,Wyndham,1
15436,241,4657,Wylie,1
15435,241,4643,Wyckoff,1
15434,241,4633,Wyandotte,1
15433,241,4646,Wyandanch,1
15432,45,568,Wuzhou,1
15431,45,576,Wuyuan,1
15430,45,577,Wuxi,1
15429,45,566,Wuwei,1
15428,45,562,Wusong,1
15427,84,1156,Wurzburg,1
15426,84,1155,Wuppertal,1
15425,38,451,Wum,1
15424,164,2571,Wukari,1
15423,45,562,Wuhu,1
15422,45,574,Wuhan,1
15421,45,576,Wuhai,1
15420,179,2843,Wroclaw,1
15419,241,4619,Wrightsville,1
15418,241,4639,Wrightsboro,1
15417,241,4617,Wright,1
15416,241,4629,Wrentham,1
15415,240,4595,Wrecsam,1
15414,117,1594,Wote,1
15413,241,4647,Worthington,1
15412,241,4634,Worthington,1
15411,241,4624,Worth,1
15410,241,4617,World Golf Village,1
15409,241,4665,Worland,1
15408,241,4629,Worcester,1
15407,240,4594,Worcester,1
15406,207,3588,Worcester,1
15405,241,4647,Wooster,1
15404,241,4653,Woonsocket,1
15403,13,151,Woomera,1
15402,240,4383,Woolwich,1
15401,241,4643,Woolwich,1
15400,241,4657,Woodway,1
15399,241,4648,Woodward,1
15398,241,4646,Woodstock,1
15397,241,4624,Woodstock,1
15396,241,4619,Woodstock,1
15395,241,4614,Woodstock,1
15394,241,4659,Woodstock,1
15393,241,4612,Woodside,1
15392,241,4658,Woods Cross,1
15391,241,4662,Woods Creek,1
15390,241,4624,Woodridge,1
15389,241,4613,Woodmoor,1
15388,241,4628,Woodmere,1
15387,241,4646,Woodmere,1
15386,241,4650,Woodlyn,1
15385,241,1937,Woodlawn,1
15384,241,4643,Woodland Park,1
15383,241,4613,Woodland Park,1
15382,241,4662,Woodland,1
15381,241,4612,Woodland,1
15380,241,4659,Woodlake,1
15379,241,4612,Woodlake,1
15378,241,4662,Woodinville,1
15377,241,4633,Woodhaven,1
15376,241,4639,Woodfin,1
15375,241,4654,Woodfield,1
15374,241,4612,Woodcrest,1
15373,241,4657,Woodcreek,1
15372,241,4643,Woodcliff Lake,1
15371,241,4634,Woodbury,1
15370,241,4646,Woodbury,1
15369,241,4643,Woodbury,1
15368,241,4614,Woodbury,1
15367,241,4649,Woodburn,1
15366,241,4659,Woodburn,1
15365,241,4643,Woodbridge,1
15364,241,4614,Woodbridge,1
15363,241,4643,Wood-Ridge,1
15362,241,4624,Wood River,1
15361,240,4393,Wood Green,1
15360,241,4624,Wood Dale,1
15359,13,153,Wonthaggi,1
15358,167,2579,Wonsan,1
15357,209,3594,Wonju,1
15356,240,4593,Wolverhampton,1
15355,13,148,Wollongong,1
15354,241,4662,Wollochet,1
15353,241,4642,Wolfeboro,1
15352,241,4659,Wolf Trap,1
15351,241,4614,Wolcott,1
15350,240,4592,Wokingham,1
15349,104,1214,Wokha,1
15348,241,4629,Woburn,1
15347,241,4633,Wixom,1
15346,117,1592,Witu,1
15345,241,4647,Withamsville,1
15344,241,4663,Wisconsin Rapids,1
15343,241,4612,Winton,1
15342,13,150,Winton,1
15341,241,4629,Winthrop Town,1
15340,241,4624,Winthrop Harbor,1
15339,241,4631,Winthrop,1
15338,241,4639,Winterville,1
15337,241,4622,Winterset,1
15336,241,4612,Winters,1
15335,241,4617,Winter Springs,1
15334,241,4617,Winter Park,1
15333,241,4617,Winter Haven,1
15332,241,4612,Winter Gardens,1
15331,241,4617,Winter Garden,1
15330,241,4639,Winston-Salem,1
15329,241,4649,Winston,1
15328,241,4614,Winsted,1
15327,241,4643,Winslow,1
15326,241,4611,Winslow,1
15325,241,4631,Winslow,1
15324,241,4661,Winooski,1
15323,241,4625,Winona Lake,1
15322,241,4634,Winona,1
15321,241,4628,Winnsboro,1
15320,39,457,Winnipeg,1
15319,241,4624,Winnetka,1
15318,241,4645,Winnemucca,1
15317,85,1178,Winneba,1
15316,241,4624,Winfield,1
15315,241,4625,Winfield,1
15314,241,4626,Winfield,1
15313,241,4614,Windsor Locks,1
15312,241,4614,Windsor,1
15311,241,4663,Windsor,1
15310,241,4612,Windsor,1
15309,39,463,Windsor,1
15308,39,460,Windsor,1
15307,241,4613,Windsor,1
15306,13,150,Windorah,1
15305,154,2455,Windhoek,1
15304,241,4631,Windham,1
15303,241,4614,Windham,1
15302,241,4642,Windham,1
15301,241,4619,Winder,1
15300,241,4657,Windcrest,1
15299,241,4663,Wind Lake,1
15298,241,4614,Winchester,1
15297,241,4629,Winchester,1
15296,241,4627,Winchester,1
15295,241,4659,Winchester,1
15294,240,4392,Winchester,1
15293,241,4645,Winchester,1
15292,241,4656,Winchester,1
15291,241,4629,Winchendon,1
15290,241,4617,Wimauma,1
15289,130,2050,Wiltz,1
15288,241,4617,Wilton Manors,1
15287,241,4614,Wilton,1
15286,241,4612,Wilton,1
15285,241,4646,Wilton,1
15284,241,4649,Wilsonville,1
15283,241,4650,Wilson,1
15282,241,4639,Wilson,1
15281,241,4646,Wilna,1
15280,241,4627,Wilmore,1
15279,241,4616,Wilmington Manor,1
15278,241,4619,Wilmington Island,1
15277,241,4624,Wilmington,1
15276,241,4647,Wilmington,1
15275,241,4629,Wilmington,1
15274,241,4616,Wilmington,1
15273,241,4639,Wilmington,1
15272,241,4624,Wilmette,1
15271,241,4612,Willows,1
15270,241,4647,Willowick,1
15269,241,4612,Willowbrook,1
15268,241,4624,Willowbrook,1
15267,241,4650,Willow Street,1
15266,241,4624,Willow Springs,1
15265,241,4657,Willow Park,1
15264,241,4617,Willow Oak,1
15263,241,4650,Willow Grove,1
15262,241,4647,Willoughby Hills,1
15261,241,4647,Willoughby,1
15260,241,4634,Willmar,1
15259,241,4612,Willits,1
15258,241,4646,Williston Park,1
15257,241,4661,Williston,1
15256,241,4640,Williston,1
15255,241,4657,Willis,1
15254,241,4614,Willington,1
15253,241,4643,Willingboro,1
15252,241,4614,Willimantic,1
15251,241,4646,Williamsville,1
15250,241,4643,Williamstown,1
15249,241,4629,Williamstown,1
15248,241,4633,Williamston,1
15247,241,4639,Williamston,1
15246,241,4650,Williamsport,1
15245,241,4611,Williamson,1
15244,241,4646,Williamson,1
15243,241,4617,Williamsburg,1
15242,241,4659,Williamsburg,1
15241,241,4627,Williamsburg,1
15240,39,456,Williams Lake,1
15239,241,4612,Williams,1
15238,241,4647,Willard,1
15237,241,4635,Willard,1
15236,241,4650,Wilkinsburg,1
15235,241,4650,Wilkes-Barre,1
15234,241,4617,Wildwood,1
15233,241,4635,Wildwood,1
15232,241,4643,Wildwood,1
15231,241,4612,Wildomar,1
15230,13,148,Wilcannia,1
15229,241,4629,Wilbraham,1
15228,240,4588,Wigan,1
15227,84,1154,Wiesbaden,1
15226,14,157,Wiener Neustadt,1
15225,240,4390,Widnes,1
15224,108,1363,Wicklow,1
15223,241,4647,Wickliffe,1
15222,240,4399,Wick,1
15221,241,4657,Wichita Falls,1
15220,241,4626,Wichita,1
15219,39,463,Wiarton,1
15218,13,151,Whyalla,1
15217,241,4612,Whittier,1
15216,241,4645,Whitney,1
15215,241,4633,Whitmore Lake,1
15214,241,4629,Whitman,1
15213,241,4629,Whitinsville,1
15212,241,4663,Whitewater,1
15211,241,4639,Whiteville,1
15210,241,4646,Whitestown,1
15209,241,4625,Whitestown,1
15208,241,4619,Whitemarsh Island,1
15207,241,4657,Whitehouse,1
15206,39,467,Whitehorse,1
15205,241,4647,Whitehall,1
15204,241,4633,Whitehall,1
15203,241,4650,Whitehall,1
15202,241,4663,Whitefish Bay,1
15201,241,370,Whitefish,1
15200,241,4657,White Settlement,1
15199,241,4644,White Rock,1
15198,241,4646,White Plains,1
15197,241,4647,White Oak,1
15196,241,4657,White Oak,1
15195,241,4650,White Oak,1
15194,241,1937,White Oak,1
15193,241,4643,White Meadow Lake,1
15192,241,1937,White Marsh,1
15191,241,4656,White House,1
15190,241,4643,White Horse,1
15189,241,4609,White Hall,1
15188,241,4658,White City,1
15187,241,4649,White City,1
15186,241,4662,White Center,1
15185,241,4634,White Bear Lake,1
15184,241,4624,Wheeling,1
15183,241,4664,Wheeling,1
15182,241,4647,Wheelersburg,1
15181,241,1937,Wheaton,1
15180,241,4624,Wheaton,1
15179,241,4646,Wheatley Heights,1
15178,241,4646,Wheatfield,1
15177,241,4613,Wheat Ridge,1
15176,241,4643,Wharton,1
15175,241,4657,Wharton,1
15174,161,2504,Whangarei,1
15173,161,2502,Whanganui,1
15172,161,2497,Whakatane,1
15171,241,4629,Weymouth Town,1
15170,39,466,Weyburn,1
15169,108,1364,Wexford,1
15168,174,2650,Wewak,1
15167,241,4607,Wetumpka,1
15166,241,4614,Wethersfield,1
15165,224,3833,Wete,1
15164,39,455,Wetaskiwin,1
15163,241,4617,Westwood Lakes,1
15162,241,4629,Westwood,1
15161,241,4643,Westwood,1
15160,241,4633,Westwood,1
15159,241,4628,Westwego,1
15158,241,4625,Westville,1
15157,241,4617,Westview,1
15156,241,4646,Westvale,1
15155,161,2511,Westport,1
15154,241,4614,Westport,1
15153,241,4629,Westport,1
15152,241,1937,Westphalia,1
15151,240,4473,Weston-super-Mare,1
15150,241,4663,Weston,1
15149,241,4614,Weston,1
15148,241,4629,Weston,1
15147,241,4617,Weston,1
15146,241,4646,Westmoreland,1
15145,241,4612,Westmont,1
15144,241,4624,Westmont,1
15143,241,4612,Westminster,1
15142,241,1937,Westminster,1
15141,241,4629,Westminster,1
15140,241,4613,Westminster,1
15139,241,4646,Westmere,1
15138,241,4633,Westland,1
15137,241,4612,Westlake Village,1
15136,241,4647,Westlake,1
15135,241,4617,Westgate,1
15134,241,4629,Westford,1
15133,241,4629,Westfield,1
15132,241,4625,Westfield,1
15131,241,4643,Westfield,1
15130,241,4647,Westerville,1
15129,241,1937,Westernport,1
15128,241,4624,Western Springs,1
15127,241,4653,Westerly,1
15126,241,4624,Westchester,1
15125,241,4617,Westchester,1
15124,241,4617,Westchase,1
15123,241,4646,Westbury,1
15122,241,4631,Westbrook,1
15121,241,4614,Westbrook,1
15120,241,4629,Westborough,1
15119,241,4643,Westampton,1
15118,241,4629,West Yarmouth,1
15117,241,4643,West Windsor,1
15116,241,4612,West Whittier-Los Nietos,1
15115,241,4645,West Wendover,1
15114,241,4653,West Warwick,1
15113,241,4650,West View,1
15112,241,4617,West Vero Corridor,1
15111,241,4658,West Valley City,1
15110,241,4657,West University Place,1
15109,104,1221,West Tripura,1
15108,241,4657,West Tawakoni,1
15107,241,4634,West St. Paul,1
15106,241,4629,West Springfield Town,1
15105,241,4659,West Springfield,1
15104,241,4649,West Slope,1
15103,104,1202,West Singhbhum,1
15102,104,1219,West Sikkim,1
15101,241,4662,West Side Highway,1
15100,104,1189,West Siang,1
15099,241,4646,West Seneca,1
15098,241,4617,West Samoset,1
15097,241,4663,West Salem,1
15096,241,4612,West Sacramento,1
15095,241,4662,West Richland,1
15094,241,4612,West Rancho Dominguez,1
15093,241,4612,West Puente Valley,1
15092,241,4637,West Point,1
15091,241,4646,West Point,1
15090,241,4658,West Point,1
15089,241,4635,West Plains,1
15088,241,4617,West Perrine,1
15087,241,4617,West Pensacola,1
15086,241,4617,West Park,1
15085,241,4617,West Palm Beach,1
15084,241,4643,West Orange,1
15083,241,4657,West Odessa,1
15082,241,4643,West New York,1
15081,241,4628,West Monroe,1
15080,241,4612,West Modesto,1
15079,241,4643,West Milford,1
15078,241,4650,West Mifflin,1
15077,241,4617,West Miami,1
15076,241,4609,West Memphis,1
15075,241,4617,West Melbourne,1
15074,104,1225,West Medinipur,1
15073,241,4643,West Long Branch,1
15072,241,4657,West Livingston,1
15071,241,4617,West Little River,1
15070,241,4649,West Linn,1
15069,241,4617,West Lealman,1
15068,241,4625,West Lafayette,1
15067,104,1209,West Khasi Hills,1
15066,104,1190,West Karbi Anglong,1
15065,104,1189,West Kameng,1
15064,241,4658,West Jordan,1
15063,104,1209,West Jaintia Hills,1
15062,241,4646,West Islip,1
15061,241,4612,West Hollywood,1
15060,241,4646,West Hills,1
15059,241,4646,West Hempstead,1
15058,241,4646,West Haverstraw,1
15057,241,4649,West Haven-Sylvan,1
15056,241,4614,West Haven,1
15055,241,4658,West Haven,1
15054,241,4637,West Hattiesburg,1
15053,241,4614,West Hartford,1
15052,241,4653,West Greenwich,1
15051,104,1188,West Godavari,1
15050,241,4646,West Glens Falls,1
15049,104,1209,West Garo Hills,1
15048,241,4643,West Freehold,1
15047,241,4624,West Frankfort,1
15046,241,4640,West Fargo,1
15045,241,4659,West Falls Church,1
15044,241,4624,West Dundee,1
15043,241,4622,West Des Moines,1
15042,241,4643,West Deptford,1
15041,104,1195,West Delhi,1
15040,241,4612,West Covina,1
15039,241,4629,West Concord,1
15038,241,4654,West Columbia,1
15037,241,4662,West Clarkston-Highland,1
15036,241,4624,West Chicago,1
15035,241,4650,West Chester,1
15034,104,1191,West Champaran,1
15033,241,4612,West Carson,1
15032,241,4647,West Carrollton,1
15031,241,4643,West Caldwell,1
15030,241,4629,West Bridgewater,1
15029,241,4629,West Boylston,1
15028,241,4658,West Bountiful,1
15027,241,4663,West Bend,1
15026,241,4646,West Babylon,1
15025,241,4612,West Athens,1
15024,241,4663,West Allis,1
15023,241,4646,Wesley Hills,1
15022,241,4617,Wesley Chapel,1
15021,241,4639,Wesley Chapel,1
15020,241,4657,Weslaco,1
15019,241,4650,Wescosville,1
15018,45,592,Wenzhou,1
15017,241,4635,Wentzville,1
15016,145,2299,Weno,1
15015,45,591,Wenlan,1
15014,241,4629,Wenham,1
15013,241,4639,Wendell,1
15012,241,4662,Wenatchee,1
15011,240,4303,Wembley,1
15010,241,4646,Wellsville,1
15009,241,4647,Wellston,1
15008,241,4657,Wells Branch,1
15007,241,4631,Wells,1
15006,241,4613,Wellington,1
15005,241,4626,Wellington,1
15004,241,4617,Wellington,1
15003,161,2509,Wellington,1
15002,241,4629,Wellesley,1
15001,207,3581,Welkom,1
15000,241,4635,Weldon Spring,1
14999,241,4654,Welcome,1
14998,241,4613,Welby,1
14997,241,4617,Wekiwa Springs,1
14996,241,4623,Weiser,1
14995,241,4664,Weirton,1
14994,13,150,Weipa,1
14993,45,583,Weinan,1
14992,45,584,Weihai,1
14991,241,4650,Weigelstown,1
14990,45,584,Weifang,1
14989,241,4643,Weehawken,1
14988,241,4617,Wedgefield,1
14987,241,4639,Weddington,1
14986,241,4635,Webster Groves,1
14985,241,4622,Webster City,1
14984,241,4646,Webster,1
14983,241,4657,Webster,1
14982,241,4629,Webster,1
14981,241,4635,Webb City,1
14980,241,4648,Weatherford,1
14979,241,4657,Weatherford,1
14978,241,4642,Weare,1
14977,160,2495,We,1
14976,241,4639,Waynesville,1
14975,241,4635,Waynesville,1
14974,241,4650,Waynesburg,1
14973,241,4650,Waynesboro,1
14972,241,4659,Waynesboro,1
14971,241,4619,Waynesboro,1
14970,241,4643,Wayne,1
14969,241,4633,Wayne,1
14968,241,4641,Wayne,1
14967,241,4629,Wayland,1
14966,241,4619,Waycross,1
14965,104,1205,Wayanad,1
14964,241,4639,Waxhaw,1
14963,241,4657,Waxahachie,1
14962,241,4646,Wawayanda,1
14961,241,4646,Wawarsing,1
14960,39,463,Wawa,1
14959,241,4633,Waverly,1
14958,241,4622,Waverly,1
14957,241,4637,Waveland,1
14956,241,4663,Wauwatosa,1
14955,241,4647,Wauseon,1
14954,241,4663,Wausau,1
14953,241,4663,Waupun,1
14952,241,4663,Waupaca,1
14951,241,4663,Waunakee,1
14950,241,4663,Waukesha,1
14949,241,4624,Waukegan,1
14948,241,4622,Waukee,1
14947,241,4624,Wauconda,1
14946,241,4617,Wauchula,1
14945,210,3614,Wau,1
14944,241,4612,Watsonville,1
14943,39,467,Watson Lake,1
14942,50,672,Watsa,1
14941,241,4640,Watford City,1
14940,241,4646,Watervliet,1
14939,241,4631,Waterville,1
14938,241,4647,Waterville,1
14937,241,4629,Watertown Town,1
14936,241,4655,Watertown,1
14935,241,4646,Watertown,1
14934,241,4663,Watertown,1
14933,241,4614,Watertown,1
14932,241,4624,Waterloo,1
14931,241,4622,Waterloo,1
14930,241,4643,Waterford,1
14929,241,4612,Waterford,1
14928,108,1361,Waterford,1
14927,241,4663,Waterford,1
14926,241,4614,Waterford,1
14925,241,4614,Waterbury,1
14924,241,4631,Waterboro,1
14923,241,4643,Watchung,1
14922,241,4657,Watauga,1
14921,105,1254,Watampone,1
14920,241,4606,Wasilla,1
14919,241,4662,Washougal,1
14918,241,4646,Washingtonville,1
14917,241,4658,Washington Terrace,1
14916,241,4647,Washington Court House,1
14915,241,4639,Washington,1
14914,241,4635,Washington,1
